db_id,HCQ,IVE,CP
tri05649,0,0,0
tri05650,0,0,0
tri05654,0,0,0
tri05655,0,0,0
tri05660,0,0,0
tri05664,0,0,0
tri05665,0,0,0
tri05669,0,0,0
tri05672,0,2,0
tri05680,0,0,0
tri05683,0,0,0
tri05695,0,0,1
tri05702,0,0,0
tri05703,0,0,0
tri05706,0,0,0
tri05711,0,0,0
tri05712,0,0,0
tri05718,0,0,0
tri05721,0,0,1
tri05726,0,0,0
tri05728,1,0,0
tri05731,0,0,0
tri05735,0,0,0
tri05736,0,0,0
tri05739,0,0,0
tri05743,0,0,1
tri05744,0,0,0
tri05750,0,0,0
tri05752,0,0,0
tri05757,0,0,0
tri05764,0,0,0
tri05774,0,0,0
tri05788,0,0,0
tri05790,0,0,0
tri05800,0,0,0
tri05805,0,0,0
tri05806,0,0,0
tri05807,0,0,0
tri05811,0,0,0
tri05817,0,0,0
tri05818,0,0,0
tri05825,0,0,0
tri05834,0,0,0
tri05837,0,0,0
tri05845,0,0,0
tri05855,1,0,0
tri05858,0,0,0
tri05866,0,0,0
tri05872,0,0,0
tri05877,0,0,0
tri05880,0,0,0
tri05883,0,0,0
tri05885,0,0,0
tri05886,0,0,0
tri05893,0,0,0
tri05897,0,0,0
tri05905,0,0,0
tri05913,0,0,0
tri05918,0,0,0
tri05930,0,0,0
tri05932,0,0,0
tri05935,0,0,0
tri05936,0,0,0
tri05946,0,0,0
tri05947,0,0,0
tri05950,1,0,0
tri05951,0,0,0
tri05956,1,0,0
tri05957,0,0,0
tri05959,0,0,0
tri05964,0,0,0
tri05980,0,0,0
tri05982,0,0,0
tri05983,0,0,0
tri05992,0,0,0
tri05999,0,0,0
tri06001,0,0,0
tri06002,0,2,0
tri06010,0,0,0
tri06012,0,0,0
tri06014,0,0,0
tri06018,0,0,0
tri06023,0,0,0
tri06026,0,0,0
tri06034,0,0,0
tri06047,0,0,0
tri06048,0,0,1
tri06052,0,0,0
tri06054,0,0,0
tri06059,0,0,0
tri06061,0,0,0
tri06067,0,0,0
tri06069,0,0,0
tri06075,0,0,0
tri06084,0,0,1
tri06085,0,0,0
tri06086,0,0,0
tri06087,0,0,0
tri06088,0,0,0
tri06091,0,0,0
tri06097,0,0,0
tri06103,0,1,0
tri06107,0,0,2
tri06110,0,0,0
tri06114,0,0,0
tri06120,0,0,0
tri06127,0,0,0
tri06128,0,0,0
tri06130,0,0,0
tri06132,0,1,0
tri06139,0,0,0
tri06140,0,0,0
tri06144,0,0,1
tri06146,0,0,0
tri06147,0,0,0
tri06148,0,0,0
tri06155,0,0,0
tri06156,0,1,0
tri06157,0,0,0
tri06158,0,0,1
tri06159,0,0,0
tri06160,0,0,0
tri06161,0,0,0
tri06162,0,0,0
tri06167,0,0,0
tri06169,0,0,0
tri06187,0,0,0
tri06189,0,0,0
tri06191,0,0,0
tri06201,0,0,0
tri06203,0,0,1
tri06209,0,0,0
tri06211,0,0,0
tri06213,0,0,0
tri06215,0,0,0
tri06219,0,0,0
tri06224,0,0,0
tri06232,0,0,0
tri06236,0,0,0
tri06240,0,0,1
tri06241,0,0,0
tri06245,0,0,0
tri06250,0,0,0
tri06252,0,0,0
tri06256,0,0,0
tri06266,0,0,0
tri06269,0,0,0
tri06271,0,0,0
tri06273,0,0,0
tri06275,0,0,1
tri06277,0,0,1
tri06279,0,0,0
tri06281,0,0,0
tri06299,0,0,1
tri06303,0,0,0
tri06305,0,0,1
tri06310,0,0,0
tri06316,0,0,0
tri06320,0,0,0
tri06325,0,0,0
tri06329,0,1,0
tri06332,0,0,0
tri06336,0,0,0
tri06337,0,0,0
tri06339,0,0,0
tri06348,0,0,0
tri06362,0,0,0
tri06372,0,0,0
tri06373,0,0,1
tri06378,0,0,0
tri06382,0,0,0
tri06396,0,0,0
tri06401,0,0,0
tri06406,0,0,0
tri06407,0,0,0
tri06412,0,0,0
tri06416,0,0,0
tri06421,0,0,1
tri06431,0,0,0
tri06443,0,0,0
tri06446,0,0,1
tri06456,0,0,0
tri06458,0,0,0
tri06465,0,0,0
tri06468,0,0,0
tri06469,0,0,0
tri06476,0,0,0
tri06493,0,0,0
tri06494,0,0,0
tri06495,0,0,0
tri06497,0,0,0
tri06498,0,0,0
tri06507,0,0,0
tri06516,0,0,0
tri06519,0,0,0
tri06522,0,0,0
tri06523,0,0,0
tri06527,0,0,0
tri06529,0,0,0
tri06531,0,0,0
tri06533,0,0,0
tri06549,0,0,0
tri06555,0,0,0
tri06559,0,0,0
tri06561,0,0,0
tri06574,0,0,0
tri06592,0,1,0
tri06609,0,0,0
tri06615,0,0,0
tri06620,0,0,0
tri06625,0,0,0
tri06629,0,0,0
tri06631,0,0,0
tri06636,2,0,0
tri06641,0,0,0
tri06642,0,0,0
tri06651,0,0,0
tri06655,0,0,0
tri06671,0,0,0
tri06674,0,0,0
tri06675,0,0,0
tri06679,0,0,0
tri06681,0,0,0
tri06694,0,0,0
tri06699,0,0,0
tri06704,0,0,0
tri06705,0,0,0
tri06711,0,0,0
tri06714,0,0,0
tri06716,0,0,0
tri06718,0,0,0
tri06721,0,0,0
tri06724,0,0,0
tri06727,0,0,0
tri06729,0,0,0
tri06736,0,0,0
tri06745,0,0,0
tri06750,0,0,0
tri06753,0,0,0
tri06758,0,0,0
tri06762,0,0,0
tri06767,0,0,0
tri06774,0,0,0
tri06777,0,0,0
tri06779,0,0,1
tri06780,0,0,0
tri06782,0,0,0
tri06783,0,0,0
tri06786,0,0,1
tri06787,0,0,0
tri06788,0,0,0
tri06789,0,0,0
tri06795,0,0,0
tri06796,0,0,0
tri06809,0,0,0
tri06814,0,0,0
tri06815,0,0,0
tri06816,0,0,0
tri06817,0,0,0
tri06823,0,0,0
tri06834,0,0,0
tri06836,0,0,0
tri06839,0,0,0
tri06841,0,0,0
tri06845,0,0,0
tri06851,0,0,0
tri06853,0,3,0
tri06856,0,0,0
tri06861,0,0,0
tri06862,0,0,1
tri06864,0,0,0
tri06870,0,1,0
tri06883,0,0,0
tri06887,0,0,0
tri06890,0,0,0
tri06892,0,0,0
tri06896,0,0,0
tri06902,0,0,0
tri06906,0,0,0
tri06910,0,0,0
tri06918,0,0,0
tri06926,0,0,0
tri06932,0,1,0
tri06937,0,0,0
tri06938,0,0,0
tri06952,0,0,0
tri06954,0,0,0
tri06955,0,0,0
tri06956,0,0,0
tri06960,0,0,0
tri06964,0,0,0
tri06965,0,0,0
tri06971,0,0,0
tri06972,0,0,0
tri06976,0,0,0
tri06977,0,0,0
tri06979,0,0,0
tri06988,0,0,0
tri06992,0,0,0
tri06998,0,0,0
tri07001,0,0,0
tri07002,0,0,0
tri07004,0,0,0
tri07005,0,0,0
tri07007,0,0,0
tri07010,0,0,0
tri07011,0,0,0
tri07012,0,0,0
tri07015,0,0,0
tri07018,0,0,1
tri07021,0,0,0
tri07023,0,0,0
tri07030,0,0,0
tri07034,0,0,0
tri07043,0,1,0
tri07046,0,0,0
tri07047,1,0,0
tri07058,0,0,0
tri07059,0,0,0
tri07063,0,0,0
tri07070,0,0,0
tri07074,0,0,0
tri07079,0,0,0
tri07080,0,0,0
tri07082,0,0,0
tri07109,0,0,0
tri07114,1,0,0
tri07124,0,0,0
tri07126,0,0,0
tri07134,0,0,0
tri07141,0,0,0
tri07156,0,0,0
tri07171,0,0,0
tri07177,0,0,0
tri07183,0,0,0
tri07186,0,0,0
tri07189,0,0,0
tri07193,0,0,0
tri07210,0,0,0
tri07212,0,0,0
tri07216,0,0,0
tri07222,0,0,0
tri07225,0,0,0
tri07276,0,0,0
tri07277,2,0,0
tri07286,0,0,0
tri07287,0,0,0
tri07288,0,0,0
tri07290,0,0,0
tri07294,0,0,0
tri07300,0,0,0
tri07329,0,0,0
tri07338,0,0,0
tri07339,0,0,0
tri07346,0,0,0
tri07376,0,0,0
tri07380,0,0,0
tri07385,0,0,0
tri07387,0,0,0
tri07390,0,0,0
tri07395,0,0,0
tri07402,0,2,0
tri07408,0,0,0
tri07414,0,0,0
tri07423,0,0,0
tri07452,0,0,0
tri07455,0,0,0
tri07464,0,0,0
tri07511,0,0,0
tri07571,0,0,0
tri07580,1,0,0
tri07588,0,0,0
tri07591,0,0,0
tri07595,0,0,0
tri07601,0,0,0
tri07608,0,0,0
tri07614,0,0,0
tri07618,0,0,0
tri07629,0,0,0
tri07630,0,0,0
tri07637,0,0,0
tri07638,0,0,0
tri07654,0,0,0
tri07656,0,0,0
tri07657,0,0,0
tri07662,0,0,0
tri07669,0,0,0
tri07686,0,0,0
tri07703,0,1,0
tri07712,0,0,0
tri07748,0,0,0
tri07753,1,1,0
tri07768,0,0,0
tri07769,0,0,0
tri07782,0,0,0
tri07790,1,0,0
tri07798,0,0,0
tri07809,0,0,0
tri07829,0,0,0
tri07846,0,0,0
tri07877,0,0,0
tri07884,0,0,0
tri07893,0,0,0
tri07899,0,0,0
tri07902,0,0,0
tri07910,0,0,0
tri07917,0,0,0
tri07919,0,0,0
tri07922,0,0,0
tri07946,0,3,0
tri07949,0,0,0
tri07950,0,1,0
tri07952,0,0,0
tri07953,0,0,0
tri07959,0,0,1
tri07960,0,0,0
tri07965,0,2,0
tri07978,0,0,0
tri07987,0,0,0
tri08007,0,0,1
tri08012,0,0,0
tri08015,0,0,0
tri08019,0,0,0
tri08055,2,0,0
tri08099,0,0,0
tri08101,0,0,0
tri08103,0,0,0
tri08107,0,0,0
tri08114,0,0,0
tri08138,0,0,0
tri08139,0,0,0
tri08140,0,0,0
tri08142,0,0,0
tri08147,0,1,0
tri08148,0,1,0
tri08152,0,0,0
tri08159,1,1,0
tri08164,0,0,0
tri08221,0,0,0
tri08224,0,0,0
tri08270,0,0,0
tri08274,0,0,0
tri08276,0,0,0
tri08279,0,0,0
tri08314,0,0,0
tri08319,0,0,0
tri08330,0,0,0
tri08347,0,0,0
tri08350,0,0,1
tri08351,0,0,0
tri08355,0,0,0
tri08411,0,1,0
tri08418,0,0,0
tri08434,0,0,0
tri08435,0,0,0
tri08436,0,0,0
tri08437,0,0,0
tri08446,0,0,0
tri08457,0,0,0
tri08464,0,0,0
tri08465,0,0,0
tri08469,0,0,0
tri08473,0,0,0
tri08475,0,0,0
tri08505,0,0,0
tri08535,0,0,0
tri08537,0,0,0
tri08544,0,0,0
tri08546,0,0,0
tri08568,0,0,0
tri08571,0,0,0
tri08578,0,0,0
tri08594,0,0,0
tri08600,0,0,0
tri08607,0,0,1
tri08632,0,0,0
tri08635,0,0,0
tri08638,0,0,0
tri08641,0,0,0
tri08683,1,0,0
tri08733,0,0,0
tri08762,0,1,0
tri08780,0,0,0
tri08787,0,0,0
tri08800,0,0,0
tri08804,1,0,0
tri08849,0,0,0
tri08853,0,0,0
tri08864,0,0,0
tri08866,0,0,0
tri08872,0,0,0
tri08900,0,0,1
tri08909,0,0,0
tri08929,0,0,0
tri08939,0,0,0
tri08953,0,0,1
tri08954,0,0,0
tri08957,0,0,0
tri09014,0,0,0
tri09127,0,0,0
tri09132,0,0,0
tri09148,0,0,0
tri09159,0,0,0
tri09190,0,1,0
tri09336,0,0,0
tri09384,0,0,0
tri09397,0,0,0
tri09407,0,0,0
tri09448,0,0,0
tri09466,0,0,0
tri09471,0,0,0
tri09491,0,0,0
tri09492,0,0,0
tri09502,0,0,0
tri09521,0,0,0
tri09542,0,0,0
tri09557,0,0,0
tri09580,0,0,0
tri09585,0,0,0
tri09589,0,0,0
tri09595,0,0,0
tri09601,0,0,0
tri09610,0,0,0
tri09664,0,0,0
tri09726,0,0,0
tri09750,1,0,0
tri09792,0,0,0
tri09801,0,0,0
tri09914,0,0,0
tri09969,0,0,0
tri09971,0,0,0
tri09972,0,0,0
tri09973,0,0,0
tri09999,0,0,0
tri10000,0,0,0
tri10004,0,0,0
tri10007,0,0,0
tri10016,0,0,0
tri10017,0,0,0
tri10022,0,0,0
tri10029,0,0,0
tri10032,0,0,0
tri10034,0,0,0
tri10070,0,0,0
tri10073,0,0,0
tri10117,0,0,1
tri10119,0,0,0
tri10121,0,0,0
tri10125,0,0,0
tri10131,0,0,0
tri10144,0,0,0
tri10174,0,0,0
tri10177,0,0,0
tri10194,0,0,0
tri10199,0,0,0
tri10222,0,0,0
tri10236,0,0,0
tri10295,0,0,0
tri10297,0,0,0
tri10318,0,0,0
tri10336,0,0,0
